id;literal;cie9;cie10;snomed
752;CLAUDICACION INTERMITENTE DE MIEMBRO INFERIOR DERECHO CONCOMITANTE CON ATEROSCLEROSIS Y DEBIDA A ELLA;440.21;I70.211;12237191000119103
755;CLAUDICACION INTERMITENTE DE MIEMBRO INFERIOR IZQUIERDO CONCOMITANTE CON ATEROSCLEROSIS Y DEBIDA A ELLA;440.21;I70.212;12237071000119100
755;CLAUDICACION INTERMITENTE DE MIEMBRO INFERIOR IZQUIERDO CONCOMITANTE CON ATEROSCLEROSIS Y DEBIDA A ELLA;440.21;I70.212;12237071000119100
755;CLAUDICACION INTERMITENTE DE MIEMBRO INFERIOR IZQUIERDO CONCOMITANTE CON ATEROSCLEROSIS Y DEBIDA A ELLA;440.21;I70.212;12237071000119100
755;CLAUDICACION INTERMITENTE DE MIEMBRO INFERIOR IZQUIERDO CONCOMITANTE CON ATEROSCLEROSIS Y DEBIDA A ELLA;440.21;I70.212;12237071000119100
755;CLAUDICACION INTERMITENTE DE MIEMBRO INFERIOR IZQUIERDO CONCOMITANTE CON ATEROSCLEROSIS Y DEBIDA A ELLA;440.21;I70.212;12237071000119100
3535;PARAPLEJIA - PARAPARESIA;344.1;G82.20;60389000
3672;NEUROPATIA PERIFERICA IDIOPATICA;356.8;G60.8;22722001
4894;ENFERMEDAD CARDIACA HIPERTENSIVA SIN ESPECIFICAR;402.90;I11.9;64715009
4894;ENFERMEDAD CARDIACA HIPERTENSIVA SIN ESPECIFICAR;402.90;I11.9;64715009
4894;ENFERMEDAD CARDIACA HIPERTENSIVA SIN ESPECIFICAR;402.90;I11.9;64715009
4894;ENFERMEDAD CARDIACA HIPERTENSIVA SIN ESPECIFICAR;402.90;I11.9;64715009
4895;CARDIOPATIA HIPERTENSIVA MALIGNA     ( HTA );402.00;I11.9;54225002
4895;CARDIOPATIA HIPERTENSIVA MALIGNA     ( HTA );402.00;I11.9;54225002
4896;CARDIOPATIA HIPERTENSIVA MALIGNA SIN INSUFICIENCIA CARDIACA CONGESTIVA     ( HTA );402.00;I11.9;36315003
4896;CARDIOPATIA HIPERTENSIVA MALIGNA SIN INSUFICIENCIA CARDIACA CONGESTIVA     ( HTA );402.00;I11.9;36315003
4897;CARDIOPATIA HIPERTENSIVA MALIGNA CON INSUFICIENCIA CARDIACA CONGESTIVA;402.01;I11.0;83105008
4897;CARDIOPATIA HIPERTENSIVA MALIGNA CON INSUFICIENCIA CARDIACA CONGESTIVA;402.01;I11.0;83105008
4898;CARDIOPATIA HIPERTENSIVA BENIGNA;402.10;I11.9;36221001
4898;CARDIOPATIA HIPERTENSIVA BENIGNA;402.10;I11.9;36221001
4899;CARDIOPATIA HIPERTENSIVA BENIGNA SIN INSUFICIENCIA CARDIACA CONGESTIVA;402.10;I11.9;77970009
4899;CARDIOPATIA HIPERTENSIVA BENIGNA SIN INSUFICIENCIA CARDIACA CONGESTIVA;402.10;I11.9;77970009
4900;ENFERMEDAD CARDIACA HIPERTENSIVA BENIGNA CON INSUFICIENCIA CARDIACO CONGESTIVO;402.11;I11.0;5148006
4900;ENFERMEDAD CARDIACA HIPERTENSIVA BENIGNA CON INSUFICIENCIA CARDIACO CONGESTIVO;402.11;I11.0;5148006
4900;ENFERMEDAD CARDIACA HIPERTENSIVA BENIGNA CON INSUFICIENCIA CARDIACO CONGESTIVO;402.11;I11.0;5148006
4901;ENFERMEDAD CARDIACA HIPERTENSIVA;402.90;I11.9;64715009
4901;ENFERMEDAD CARDIACA HIPERTENSIVA;402.90;I11.9;64715009
4901;ENFERMEDAD CARDIACA HIPERTENSIVA;402.90;I11.9;64715009
4901;ENFERMEDAD CARDIACA HIPERTENSIVA;402.90;I11.9;64715009
4902;ENFERMEDAD CARDIACA HIPERTENSIVA SIN INSUFICIENCIA CARDIACA CONGESTIVA;402.90;I11.9;60899001
4902;ENFERMEDAD CARDIACA HIPERTENSIVA SIN INSUFICIENCIA CARDIACA CONGESTIVA;402.90;I11.9;60899001
4902;ENFERMEDAD CARDIACA HIPERTENSIVA SIN INSUFICIENCIA CARDIACA CONGESTIVA;402.90;I11.9;60899001
4902;ENFERMEDAD CARDIACA HIPERTENSIVA SIN INSUFICIENCIA CARDIACA CONGESTIVA;402.90;I11.9;60899001
4903;ENFERMEDAD CARDIACA HIPERTENSIVA CON INSUFICIENCIA CARDIACA CONGESTIVA;402.91;I11.0;5148006
4903;ENFERMEDAD CARDIACA HIPERTENSIVA CON INSUFICIENCIA CARDIACA CONGESTIVA;402.91;I11.0;5148006
4903;ENFERMEDAD CARDIACA HIPERTENSIVA CON INSUFICIENCIA CARDIACA CONGESTIVA;402.91;I11.0;5148006
4915;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS MALIGNAS;404.00;I13.10;66610008
4915;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS MALIGNAS;404.00;I13.10;66610008
4916;CARDIOPATIA HIPERTENSIVA MALIGNA Y NEFROPATIA HIPERTENSIVA MALIGNA;404.00;I13.10;66610008
4916;CARDIOPATIA HIPERTENSIVA MALIGNA Y NEFROPATIA HIPERTENSIVA MALIGNA;404.00;I13.10;66610008
4917;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS MALIGNA CON INSUFICIENCIA CARDIACA CONGESTIVA;404.01;I13.0;194779001
4918;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS MALIGNA CON INSUFICIENCIA RENAL;404.02;I13.11;194780003
4919;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS CON INSUFICIENCIA CARDIACA ( CONGESTIVA );402.01;I11.0;194779001
4919;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS CON INSUFICIENCIA CARDIACA ( CONGESTIVA );402.01;I11.0;194779001
4920;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS BENIGNAS;404.10;I13.10;66052004
4920;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS BENIGNAS;404.10;I13.10;66052004
4921;CARDIOPATIA HIPERTENSIVA BENIGNA Y NEFROPATIA HIPERTENSIVA BENIGNA;404.10;I13.10;66052004
4921;CARDIOPATIA HIPERTENSIVA BENIGNA Y NEFROPATIA HIPERTENSIVA BENIGNA;404.10;I13.10;66052004
4922;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS BENIGNA CON INSUFICIENCIA CARDIACA CONGESTIVA;404.11;I13.0;194779001
4923;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS BENIGNA CON INSUFICIENCIA RENAL;404.12;I13.11;194780003
4924;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS CON INSUFICIENCIA CARDIACA (CONGESTIVA) E INSUFICIENCIA RENAL;404.13;I13.2;194781004
4925;ENFERMEDAD CARDIACA Y RENAL HIPERTENSIVA SIN ESPECIFICAR;404.90;I13.10;86234004
4925;ENFERMEDAD CARDIACA Y RENAL HIPERTENSIVA SIN ESPECIFICAR;404.90;I13.10;86234004
4925;ENFERMEDAD CARDIACA Y RENAL HIPERTENSIVA SIN ESPECIFICAR;404.90;I13.10;86234004
4925;ENFERMEDAD CARDIACA Y RENAL HIPERTENSIVA SIN ESPECIFICAR;404.90;I13.10;86234004
4925;ENFERMEDAD CARDIACA Y RENAL HIPERTENSIVA SIN ESPECIFICAR;404.90;I13.10;86234004
4925;ENFERMEDAD CARDIACA Y RENAL HIPERTENSIVA SIN ESPECIFICAR;404.90;I13.10;86234004
4925;ENFERMEDAD CARDIACA Y RENAL HIPERTENSIVA SIN ESPECIFICAR;404.90;I13.10;86234004
4926;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS;404.90;I13.10;86234004
4926;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS;404.90;I13.10;86234004
4926;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS;404.90;I13.10;86234004
4926;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS;404.90;I13.10;86234004
4926;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS;404.90;I13.10;86234004
4926;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS;404.90;I13.10;86234004
4926;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS;404.90;I13.10;86234004
4927;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS CON INSUFICIENCIA CARDIACA (CONGESTIVA);404.91;I13.0;194779001
4927;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS CON INSUFICIENCIA CARDIACA (CONGESTIVA);404.91;I13.0;194779001
4928;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS CON INSUFICIENCIA RENAL;404.92;I13.11;194780003
4928;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS CON INSUFICIENCIA RENAL;404.92;I13.11;194780003
4928;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS CON INSUFICIENCIA RENAL;404.92;I13.11;194780003
4929;CARDIOPATIA Y NEFROPATIA HIPERTENSIVAS CON INSUFICIENCIA CARDIACA CONGESTIVA E INSUFICIENCIA RENAL;404.93;I13.2;194781004
4940;INFARTO AGUDO DE MIOCARDIO         ( IAM );410;I21.3;57054005
4940;INFARTO AGUDO DE MIOCARDIO         ( IAM );410;I21.3;57054005
4940;INFARTO AGUDO DE MIOCARDIO         ( IAM );410;I21.3;57054005
4940;INFARTO AGUDO DE MIOCARDIO         ( IAM );410;I21.3;57054005
4941;INFARTO AGUDO DE MIOCARDIO DE PARED ANTEROLATERAL         ( IAM );410.00;I21.09;70211005
4941;INFARTO AGUDO DE MIOCARDIO DE PARED ANTEROLATERAL         ( IAM );410.00;I21.09;70211005
4941;INFARTO AGUDO DE MIOCARDIO DE PARED ANTEROLATERAL         ( IAM );410.00;I21.09;70211005
4941;INFARTO AGUDO DE MIOCARDIO DE PARED ANTEROLATERAL         ( IAM );410.00;I21.09;70211005
4941;INFARTO AGUDO DE MIOCARDIO DE PARED ANTEROLATERAL         ( IAM );410.00;I21.09;70211005
4942;INFARTO AGUDO MIOCARDIO DE PARED ANTEROLATERAL EPISODIO ATENCION NO ESPECIFICADO;410.00;I21.09;70211005
4942;INFARTO AGUDO MIOCARDIO DE PARED ANTEROLATERAL EPISODIO ATENCION NO ESPECIFICADO;410.00;I21.09;70211005
4942;INFARTO AGUDO MIOCARDIO DE PARED ANTEROLATERAL EPISODIO ATENCION NO ESPECIFICADO;410.00;I21.09;70211005
4942;INFARTO AGUDO MIOCARDIO DE PARED ANTEROLATERAL EPISODIO ATENCION NO ESPECIFICADO;410.00;I21.09;70211005
4942;INFARTO AGUDO MIOCARDIO DE PARED ANTEROLATERAL EPISODIO ATENCION NO ESPECIFICADO;410.00;I21.09;70211005
4943;INFARTO AGUDO MIOCARDIO DE PARED ANTEROLATERAL EPISODIO DE ATENCION INICIAL;410.01;I21.09;70211005
4944;INFARTO AGUDO MIOCARDIO DE PARED ANTEROLATERAL EPISODIO DE ATENCION SUBSIGUIENTE;410.02;I21.09;70211005
4945;INFARTO AGUDO DE MIOCARDIO DE PARED ANTERIOR         ( IAM );410.10;I21.09;54329005
4945;INFARTO AGUDO DE MIOCARDIO DE PARED ANTERIOR         ( IAM );410.10;I21.09;54329005
4945;INFARTO AGUDO DE MIOCARDIO DE PARED ANTERIOR         ( IAM );410.10;I21.09;54329005
4945;INFARTO AGUDO DE MIOCARDIO DE PARED ANTERIOR         ( IAM );410.10;I21.09;54329005
4945;INFARTO AGUDO DE MIOCARDIO DE PARED ANTERIOR         ( IAM );410.10;I21.09;54329005
4945;INFARTO AGUDO DE MIOCARDIO DE PARED ANTERIOR         ( IAM );410.10;I21.09;54329005
4945;INFARTO AGUDO DE MIOCARDIO DE PARED ANTERIOR         ( IAM );410.10;I21.09;54329005
4945;INFARTO AGUDO DE MIOCARDIO DE PARED ANTERIOR         ( IAM );410.10;I21.09;54329005
4945;INFARTO AGUDO DE MIOCARDIO DE PARED ANTERIOR         ( IAM );410.10;I21.09;54329005
4945;INFARTO AGUDO DE MIOCARDIO DE PARED ANTERIOR         ( IAM );410.10;I21.09;54329005
4945;INFARTO AGUDO DE MIOCARDIO DE PARED ANTERIOR         ( IAM );410.10;I21.09;54329005
4945;INFARTO AGUDO DE MIOCARDIO DE PARED ANTERIOR         ( IAM );410.10;I21.09;54329005
4945;INFARTO AGUDO DE MIOCARDIO DE PARED ANTERIOR         ( IAM );410.10;I21.09;54329005
4945;INFARTO AGUDO DE MIOCARDIO DE PARED ANTERIOR         ( IAM );410.10;I21.09;54329005
4945;INFARTO AGUDO DE MIOCARDIO DE PARED ANTERIOR         ( IAM );410.10;I21.09;54329005
4945;INFARTO AGUDO DE MIOCARDIO DE PARED ANTERIOR         ( IAM );410.10;I21.09;54329005
4946;INFARTO AGUDO MIOCARDIO DE OTRA PARED ANTEROLATERAL EPISODIO ATENCION ESPECIFICA;410.10;I21.09;70211005
4946;INFARTO AGUDO MIOCARDIO DE OTRA PARED ANTEROLATERAL EPISODIO ATENCION ESPECIFICA;410.10;I21.09;70211005
4946;INFARTO AGUDO MIOCARDIO DE OTRA PARED ANTEROLATERAL EPISODIO ATENCION ESPECIFICA;410.10;I21.09;70211005
4946;INFARTO AGUDO MIOCARDIO DE OTRA PARED ANTEROLATERAL EPISODIO ATENCION ESPECIFICA;410.10;I21.09;70211005
4946;INFARTO AGUDO MIOCARDIO DE OTRA PARED ANTEROLATERAL EPISODIO ATENCION ESPECIFICA;410.10;I21.09;70211005
4946;INFARTO AGUDO MIOCARDIO DE OTRA PARED ANTEROLATERAL EPISODIO ATENCION ESPECIFICA;410.10;I21.09;70211005
4946;INFARTO AGUDO MIOCARDIO DE OTRA PARED ANTEROLATERAL EPISODIO ATENCION ESPECIFICA;410.10;I21.09;70211005
4946;INFARTO AGUDO MIOCARDIO DE OTRA PARED ANTEROLATERAL EPISODIO ATENCION ESPECIFICA;410.10;I21.09;70211005
4946;INFARTO AGUDO MIOCARDIO DE OTRA PARED ANTEROLATERAL EPISODIO ATENCION ESPECIFICA;410.10;I21.09;70211005
4946;INFARTO AGUDO MIOCARDIO DE OTRA PARED ANTEROLATERAL EPISODIO ATENCION ESPECIFICA;410.10;I21.09;70211005
4946;INFARTO AGUDO MIOCARDIO DE OTRA PARED ANTEROLATERAL EPISODIO ATENCION ESPECIFICA;410.10;I21.09;70211005
4946;INFARTO AGUDO MIOCARDIO DE OTRA PARED ANTEROLATERAL EPISODIO ATENCION ESPECIFICA;410.10;I21.09;70211005
4946;INFARTO AGUDO MIOCARDIO DE OTRA PARED ANTEROLATERAL EPISODIO ATENCION ESPECIFICA;410.10;I21.09;70211005
4946;INFARTO AGUDO MIOCARDIO DE OTRA PARED ANTEROLATERAL EPISODIO ATENCION ESPECIFICA;410.10;I21.09;70211005
4946;INFARTO AGUDO MIOCARDIO DE OTRA PARED ANTEROLATERAL EPISODIO ATENCION ESPECIFICA;410.10;I21.09;70211005
4946;INFARTO AGUDO MIOCARDIO DE OTRA PARED ANTEROLATERAL EPISODIO ATENCION ESPECIFICA;410.10;I21.09;70211005
4947;INFARTO AGUDO MIOCARDIO DE OTRA PARED ANTEROLATERAL EPISODIO ATENCION INICIAL;410.11;I21.09;70211005
4948;INFARTO AGUDO MIOCARDIO DE OTRA PARED ANTEROLATERAL EPIS ATENCION SUBSIGUIENTE;410.12;I21.09;70211005
4949;INFARTO AGUDO DE MIOCARDIO DE PARED INFEROLATERAL         ( IAM );410.20;I21.19;65547006
4949;INFARTO AGUDO DE MIOCARDIO DE PARED INFEROLATERAL         ( IAM );410.20;I21.19;65547006
4949;INFARTO AGUDO DE MIOCARDIO DE PARED INFEROLATERAL         ( IAM );410.20;I21.19;65547006
4949;INFARTO AGUDO DE MIOCARDIO DE PARED INFEROLATERAL         ( IAM );410.20;I21.19;65547006
4950;INFARTO AGUDO MIOCARDIO DE PARED INFEROLATERAL EPISODIO ATENCION NO ESPECIFICADO;410.20;I21.19;65547006
4950;INFARTO AGUDO MIOCARDIO DE PARED INFEROLATERAL EPISODIO ATENCION NO ESPECIFICADO;410.20;I21.19;65547006
4950;INFARTO AGUDO MIOCARDIO DE PARED INFEROLATERAL EPISODIO ATENCION NO ESPECIFICADO;410.20;I21.19;65547006
4950;INFARTO AGUDO MIOCARDIO DE PARED INFEROLATERAL EPISODIO ATENCION NO ESPECIFICADO;410.20;I21.19;65547006
4951;INFARTO AGUDO MIOCARDIO DE PARED INFEROLATERAL EPISODIO DE ATENCION INICIAL;410.21;I21.19;65547006
4952;INFARTO AGUDO MIOCARDIO DE PARED INFEROLATERAL EPISODIO ATENCION SUBSIGUIENTE;410.22;I21.19;65547006
4953;INFARTO AGUDO DE MIOCARDIO DE PARED INFEROPOSTERIOR         ( IAM );410.30;I21.11;76593002
4953;INFARTO AGUDO DE MIOCARDIO DE PARED INFEROPOSTERIOR         ( IAM );410.30;I21.11;76593002
4953;INFARTO AGUDO DE MIOCARDIO DE PARED INFEROPOSTERIOR         ( IAM );410.30;I21.11;76593002
4954;INFARTO AGUDO MIOCARDIO DE PARED INFEROPOSTERIOR EPISODIO ATENCION NO ESPECIFICA;410.30;I21.11;76593002
4954;INFARTO AGUDO MIOCARDIO DE PARED INFEROPOSTERIOR EPISODIO ATENCION NO ESPECIFICA;410.30;I21.11;76593002
4954;INFARTO AGUDO MIOCARDIO DE PARED INFEROPOSTERIOR EPISODIO ATENCION NO ESPECIFICA;410.30;I21.11;76593002
4955;INFARTO AGUDO MIOCARDIO DE PARED INFEROPOSTERIOR EPISODIO ATENCION INICIAL;410.31;I21.11;76593002
4956;INFARTO AGUDO MIOCARDIO DE PARED INFEROPOSTERIOR EPISODIO ATENCION SUBSIGUIENTE;410.32;I21.11;76593002
4957;INFARTO AGUDO DE MIOCARDIO DE PARED INFERIOR         ( IAM );410.40;I21.19;73795002
4957;INFARTO AGUDO DE MIOCARDIO DE PARED INFERIOR         ( IAM );410.40;I21.19;73795002
4957;INFARTO AGUDO DE MIOCARDIO DE PARED INFERIOR         ( IAM );410.40;I21.19;73795002
4957;INFARTO AGUDO DE MIOCARDIO DE PARED INFERIOR         ( IAM );410.40;I21.19;73795002
4957;INFARTO AGUDO DE MIOCARDIO DE PARED INFERIOR         ( IAM );410.40;I21.19;73795002
4957;INFARTO AGUDO DE MIOCARDIO DE PARED INFERIOR         ( IAM );410.40;I21.19;73795002
4957;INFARTO AGUDO DE MIOCARDIO DE PARED INFERIOR         ( IAM );410.40;I21.19;73795002
4957;INFARTO AGUDO DE MIOCARDIO DE PARED INFERIOR         ( IAM );410.40;I21.19;73795002
4957;INFARTO AGUDO DE MIOCARDIO DE PARED INFERIOR         ( IAM );410.40;I21.19;73795002
4958;INFARTO AGUDO MIOCARDIO DE OTRA PARED INFERIOR EPISODIO ATENCION NO ESPECIFICADO;410.40;I21.19;73795002
4958;INFARTO AGUDO MIOCARDIO DE OTRA PARED INFERIOR EPISODIO ATENCION NO ESPECIFICADO;410.40;I21.19;73795002
4958;INFARTO AGUDO MIOCARDIO DE OTRA PARED INFERIOR EPISODIO ATENCION NO ESPECIFICADO;410.40;I21.19;73795002
4958;INFARTO AGUDO MIOCARDIO DE OTRA PARED INFERIOR EPISODIO ATENCION NO ESPECIFICADO;410.40;I21.19;73795002
4958;INFARTO AGUDO MIOCARDIO DE OTRA PARED INFERIOR EPISODIO ATENCION NO ESPECIFICADO;410.40;I21.19;73795002
4958;INFARTO AGUDO MIOCARDIO DE OTRA PARED INFERIOR EPISODIO ATENCION NO ESPECIFICADO;410.40;I21.19;73795002
4958;INFARTO AGUDO MIOCARDIO DE OTRA PARED INFERIOR EPISODIO ATENCION NO ESPECIFICADO;410.40;I21.19;73795002
4958;INFARTO AGUDO MIOCARDIO DE OTRA PARED INFERIOR EPISODIO ATENCION NO ESPECIFICADO;410.40;I21.19;73795002
4958;INFARTO AGUDO MIOCARDIO DE OTRA PARED INFERIOR EPISODIO ATENCION NO ESPECIFICADO;410.40;I21.19;73795002
4959;INFARTO AGUDO MIOCARDIO DE OTRA PARED INFERIOR EPISODIO DE ATENCION INICIAL;410.41;I21.19;54329005
4959;INFARTO AGUDO MIOCARDIO DE OTRA PARED INFERIOR EPISODIO DE ATENCION INICIAL;410.41;I21.19;54329005
4960;INFARTO AGUDO MIOCARDIO DE OTRA PARED INFERIOR EPISODIO ATENCION SUBSIGUIENTE;410.42;I21.19;54329005
4961;INFARTO AGUDO DE MIOCARDIO DE PARED LATERAL        ( IAM );410.50;I21.29;58612006
4961;INFARTO AGUDO DE MIOCARDIO DE PARED LATERAL        ( IAM );410.50;I21.29;58612006
4961;INFARTO AGUDO DE MIOCARDIO DE PARED LATERAL        ( IAM );410.50;I21.29;58612006
4961;INFARTO AGUDO DE MIOCARDIO DE PARED LATERAL        ( IAM );410.50;I21.29;58612006
4961;INFARTO AGUDO DE MIOCARDIO DE PARED LATERAL        ( IAM );410.50;I21.29;58612006
4961;INFARTO AGUDO DE MIOCARDIO DE PARED LATERAL        ( IAM );410.50;I21.29;58612006
4961;INFARTO AGUDO DE MIOCARDIO DE PARED LATERAL        ( IAM );410.50;I21.29;58612006
4961;INFARTO AGUDO DE MIOCARDIO DE PARED LATERAL        ( IAM );410.50;I21.29;58612006
4961;INFARTO AGUDO DE MIOCARDIO DE PARED LATERAL        ( IAM );410.50;I21.29;58612006
4961;INFARTO AGUDO DE MIOCARDIO DE PARED LATERAL        ( IAM );410.50;I21.29;58612006
4961;INFARTO AGUDO DE MIOCARDIO DE PARED LATERAL        ( IAM );410.50;I21.29;58612006
4962;INFARTO AGUDO MIOCARDIO DE OTRA PARED LATERAL EPISODIO ATENCION NO ESPECIFICADO;410.50;I21.29;58612006
4962;INFARTO AGUDO MIOCARDIO DE OTRA PARED LATERAL EPISODIO ATENCION NO ESPECIFICADO;410.50;I21.29;58612006
4962;INFARTO AGUDO MIOCARDIO DE OTRA PARED LATERAL EPISODIO ATENCION NO ESPECIFICADO;410.50;I21.29;58612006
4962;INFARTO AGUDO MIOCARDIO DE OTRA PARED LATERAL EPISODIO ATENCION NO ESPECIFICADO;410.50;I21.29;58612006
4962;INFARTO AGUDO MIOCARDIO DE OTRA PARED LATERAL EPISODIO ATENCION NO ESPECIFICADO;410.50;I21.29;58612006
4962;INFARTO AGUDO MIOCARDIO DE OTRA PARED LATERAL EPISODIO ATENCION NO ESPECIFICADO;410.50;I21.29;58612006
4962;INFARTO AGUDO MIOCARDIO DE OTRA PARED LATERAL EPISODIO ATENCION NO ESPECIFICADO;410.50;I21.29;58612006
4962;INFARTO AGUDO MIOCARDIO DE OTRA PARED LATERAL EPISODIO ATENCION NO ESPECIFICADO;410.50;I21.29;58612006
4962;INFARTO AGUDO MIOCARDIO DE OTRA PARED LATERAL EPISODIO ATENCION NO ESPECIFICADO;410.50;I21.29;58612006
4962;INFARTO AGUDO MIOCARDIO DE OTRA PARED LATERAL EPISODIO ATENCION NO ESPECIFICADO;410.50;I21.29;58612006
4962;INFARTO AGUDO MIOCARDIO DE OTRA PARED LATERAL EPISODIO ATENCION NO ESPECIFICADO;410.50;I21.29;58612006
4963;INFARTO AGUDO MIOCARDIO DE OTRA PARED LATERAL EPISODIO ATENCION INICIAL;410.51;I21.29;58612006
4964;INFARTO AGUDO MIOCARDIO DE OTRA PARED LATERAL EPISODIO ATENCION SUBSIGUIENTE;410.52;I21.29;58612006
4965;INFARTO AGUDO MIOCARDIO DE PARED POSTERIOR         ( IAM );410.60;I21.29;233838001
4965;INFARTO AGUDO MIOCARDIO DE PARED POSTERIOR         ( IAM );410.60;I21.29;233838001
4965;INFARTO AGUDO MIOCARDIO DE PARED POSTERIOR         ( IAM );410.60;I21.29;233838001
4965;INFARTO AGUDO MIOCARDIO DE PARED POSTERIOR         ( IAM );410.60;I21.29;233838001
4965;INFARTO AGUDO MIOCARDIO DE PARED POSTERIOR         ( IAM );410.60;I21.29;233838001
4966;INFARTO DE MIOCARDIO POSTERIOR VERDADERO;410.60;I21.29;194802003
4966;INFARTO DE MIOCARDIO POSTERIOR VERDADERO;410.60;I21.29;194802003
4966;INFARTO DE MIOCARDIO POSTERIOR VERDADERO;410.60;I21.29;194802003
4966;INFARTO DE MIOCARDIO POSTERIOR VERDADERO;410.60;I21.29;194802003
4966;INFARTO DE MIOCARDIO POSTERIOR VERDADERO;410.60;I21.29;194802003
4967;INFARTO AGUDO MIOCARDIO DE PARED POSTERIOR VERDADERO EPISODIO ATENCION INICIAL;410.61;I21.29;233838001
4968;INFARTO AGUDO MIOCARDIO DE PARED POSTERIOR VERDADERO EPISODIO ATENCION SUBSIGUIENTE;410.62;I21.29;233838001
4969;INFARTO SUBENDOCARDICO AGUDO         ( IAM );410.70;I21.4;70422006
4969;INFARTO SUBENDOCARDICO AGUDO         ( IAM );410.70;I21.4;70422006
4969;INFARTO SUBENDOCARDICO AGUDO         ( IAM );410.70;I21.4;70422006
4969;INFARTO SUBENDOCARDICO AGUDO         ( IAM );410.70;I21.4;70422006
4969;INFARTO SUBENDOCARDICO AGUDO         ( IAM );410.70;I21.4;70422006
4969;INFARTO SUBENDOCARDICO AGUDO         ( IAM );410.70;I21.4;70422006
4970;INFARTO AGUDO MIOCARDIO DE SUBENDOCARDICO EPISODIO ATENCION NO ESPECIFICADO;410.70;I21.4;70422006
4970;INFARTO AGUDO MIOCARDIO DE SUBENDOCARDICO EPISODIO ATENCION NO ESPECIFICADO;410.70;I21.4;70422006
4970;INFARTO AGUDO MIOCARDIO DE SUBENDOCARDICO EPISODIO ATENCION NO ESPECIFICADO;410.70;I21.4;70422006
